"Record Id","Institution Name","Institution Owner.id","Institution Owner","Zoho old ID","Europeana org. ID"
zcrm_486281000000943530,"Tartu Art Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516027,
zcrm_486281000000943531,"Tartu City Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516028,
zcrm_486281000000943532,"Tauragė Regional Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516029,
zcrm_486281000000943533,"Tbilisi History Museum, Georgia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516030,
zcrm_486281000000943534,"Teaterhistorisk samling",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516031,
zcrm_486281000000943535,"D. Maria II National Theate, Library | Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516032,
zcrm_486281000000943536,"Museum of Science and Technology Dresden",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516033,
zcrm_486281000000943537,"Technical Museum of Slovenia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516034,
zcrm_486281000000943538,"Swedish National Museum of Science and Technology",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516035,
zcrm_486281000000943539,"Telegraph Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516036,
zcrm_486281000000943540,"Telemark Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516037,
zcrm_486281000000943541,"Telemark Museum Porsgrunnsmuseene",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516038,
zcrm_486281000000943542,Telemarkpiloten,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516039,
zcrm_486281000000943543,"Telemarkskanalen regionalpark",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516040,
zcrm_486281000000943544,Telemuseet,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516041,
zcrm_486281000000943545,"Telenor Kulturarv",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516042,
zcrm_486281000000943546,Teleseum,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516043,
zcrm_486281000000943547,"Tennessee Ornithological Society",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516044,
zcrm_486281000000943548,"Samuel Tessedik Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516045,
zcrm_486281000000943549,"Teßmann Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516046,
zcrm_486281000000943550,"Textile Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516047,
zcrm_486281000000943551,"The Arboretum Library at the Los Angeles County Arboretum and Botanic Garden",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516048,
zcrm_486281000000943552,"The Archaeological Heritage Agency of Iceland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516049,
zcrm_486281000000943553,"The Archives Internationales de Musique Populaire; Switzerland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516050,
zcrm_486281000000943554,"The Arnamagnæan Institute",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516051,
zcrm_486281000000943555,"The Árni Magnússon Institute for Icelandic Studies",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516052,
zcrm_486281000000943556,"The Bancroft Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516053,
zcrm_486281000000943557,"British Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516054,
zcrm_486281000000943558,"The Central National Library of Florence",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516055,
zcrm_486281000000943559,"The Centre for Photographic Conservation, United Kingdom",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516056,
zcrm_486281000000943560,"The City Archives in Stockholm",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516057,
zcrm_486281000000943561,"The Danish Agency for Culture",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516059,
zcrm_486281000000943562,"The Estonian Museum of Natural History",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516060,
zcrm_486281000000943563,"The European Correspondence to Jacob Burckhardt",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516061,
zcrm_486281000000943564,"The European Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516062,
zcrm_486281000000943565,"The Field Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516063,
zcrm_486281000000943566,"The History Museum of Lithuania Minor",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516064,
zcrm_486281000000943567,"The Institute of Polish Culture University of Warsaw, IKP",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516065,
zcrm_486281000000943568,"The Jewish Museum of Greece",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516066,
zcrm_486281000000943569,"The Johns Hopkins University Sheridan Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516067,
zcrm_486281000000943570,"The Language Archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516068,
zcrm_486281000000943571,"The Lepidopterists' Society",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516069,
zcrm_486281000000943572,"Library of The Jewish Theological Seminary",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516070,
zcrm_486281000000943573,"The Lowry",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516071,
zcrm_486281000000943574,"The Military Archives of Sweden",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516072,
zcrm_486281000000943575,"Moravian Gallery in Brno",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516073,
zcrm_486281000000943576,"The Munch Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516074,
zcrm_486281000000943577,"The Museum of Central Finland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516075,
zcrm_486281000000943578,"The National Architectural Heritage Board",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516076,
zcrm_486281000000943579,"The National Gallery in Prague",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516077,
zcrm_486281000000943580,"The National Gallery",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516078,
zcrm_486281000000943581,"The National Library of Republic of Karelia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516079,
zcrm_486281000000943582,"National Library of Russia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516080,
zcrm_486281000000943583,"The National Museum of Art, Architecture and Design",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516081,
zcrm_486281000000943584,"The National Museum of Slovenia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516082,
zcrm_486281000000943585,"The National Parliamentary Library of Georgia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516083,
zcrm_486281000000943586,"The Newberry Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516084,
zcrm_486281000000943587,"The Northern Ostrobothnia Museum, Finland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516085,
zcrm_486281000000943588,"The Oireachtas Library & Research Service",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516086,
zcrm_486281000000943589,"The Portable Antiquities Scheme",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516087,
zcrm_486281000000943590,"The Regional Archives in Göteborg",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516088,
zcrm_486281000000943591,"The Regional Archives in Härnösand",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516089,
zcrm_486281000000943592,"The Regional Archives in Östersund",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516090,
zcrm_486281000000943593,"The Regional Archives in Uppsala",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516091,
zcrm_486281000000943594,"The Regional Archives in Vadstena",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516092,
zcrm_486281000000943595,"The Regional Archives in Visby",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516093,
zcrm_486281000000943596,"Royal Collection Trust",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516096,
zcrm_486281000000943597,"The Royal Horticultural Society, United Kingdom",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516097,
zcrm_486281000000943598,"The Royal Library: The National Library of Denmark and Copenhagen University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516099,
zcrm_486281000000943599,"The Ruskin Library and Research Centre, United Kingdom",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516100,
zcrm_486281000000943600,"The Samogitian Art Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516101,
zcrm_486281000000943858,"The Sėla Biržai Regional Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516102,
zcrm_486281000000943859,"The Sibelius Museum, Finland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516103,
zcrm_486281000000943860,"The State Tretyakov Gallery",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516104,
zcrm_486281000000943861,"The Trustees of the Natural History Museum, London",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516105,
zcrm_486281000000943862,"The University and National Library of Debrecen",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516106,
zcrm_486281000000943863,"The University of Western Ontario, Western Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516107,
zcrm_486281000000943864,"Wellcome Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516108,
zcrm_486281000000943865,"Library of the Lithuanian Academy Sciences",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516109,
zcrm_486281000000943866,"The Zagreb City Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516110,
zcrm_486281000000943867,"Theater Institute Netherlands",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516111,
zcrm_486281000000943868,"Theater history collection and Hebbel collection",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516112,
zcrm_486281000000943869,"Theater Museum Vienna",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516113,
zcrm_486281000000943870,"Thorma János Museum - Kiskunhalas",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516114,
zcrm_486281000000943871,"Thorvaldsens Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516115,
zcrm_486281000000943872,"Thuringian State Museum Heidecksburg",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516116,
zcrm_486281000000943873,"Thyssen-Bornemisza Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516117,
zcrm_486281000000943874,"Tilburg University",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516118,
zcrm_486281000000943875,"Timis County Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516119,
zcrm_486281000000943876,"Timmermans Joke",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516120,
zcrm_486281000000943877,"Tisch Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516121,
zcrm_486281000000943878,"College Library of the Transtibiscan Church District and Library of Theology",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516122,
zcrm_486281000000943879,TMA,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516123,
zcrm_486281000000943880,TopFoto,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516124,
zcrm_486281000000943881,"Tornyai János Museum and Cultural Center",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516125,
zcrm_486281000000943882,"Tower Hill Botanic Garden Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516126,
zcrm_486281000000943883,"Trade Union Congress Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516127,
zcrm_486281000000943884,"Trakai History Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516128,
zcrm_486281000000943885,"Transmediale festival",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516129,
zcrm_486281000000943886,"Trapholt Museum of Modern Art",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516130,
zcrm_486281000000943887,"Trinity College in the University of Toronto",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516131,
zcrm_486281000000943888,"Troms fylkesbibliotek",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516132,
zcrm_486281000000943889,"Troms fylkeskommune, Kulturarv",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516133,
zcrm_486281000000943890,"Troms fylkeskommune, Kulturetaten",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516134,
zcrm_486281000000943891,"Tromsø kommune",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516135,
zcrm_486281000000943892,"Tromsø University Museum, Norway",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516136,
zcrm_486281000000943893,"Trøndelag Folkemuseum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516137,
zcrm_486281000000943894,"Trondheim Kunstmuseum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516138,
zcrm_486281000000943895,"Trysil Engerdal Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516139,
zcrm_486281000000943896,"Trysil folkebibliotek",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516140,
zcrm_486281000000943897,"Tufts University",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516141,
zcrm_486281000000943898,"Tukums Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516142,
zcrm_486281000000943899,Tunnelbanekontoret,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516143,
zcrm_486281000000943900,"Turaida Museum Reserve",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516144,
zcrm_486281000000943901,"TV3 Catalan Television",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516145,
zcrm_486281000000943902,"Polish Television",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516146,
zcrm_486281000000943903,"Romanian Television",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516147,
zcrm_486281000000943904,"Tyne and Wear Imagine",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516148,
zcrm_486281000000943905,"Labor Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516149,
zcrm_486281000000943906,"Tysfjord kommune",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516150,
zcrm_486281000000943907,"U.S. Department of Agriculture",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516151,
zcrm_486281000000943908,"U.S. Dept. of the Treasury, Treasury Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516152,
zcrm_486281000000943909,"U.S. Government Printing Office",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516153,
zcrm_486281000000943910,"Ubi Erat Lupa",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516154,
zcrm_486281000000943911,UCLA,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516155,
zcrm_486281000000943912,UHB-fotosamling,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516156,
zcrm_486281000000943913,"Ukmergė Regional Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516157,
zcrm_486281000000943914,"ul. Partisan 1810-521 Olsztyn",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516158,
zcrm_486281000000943915,"Ulefos Hovedgaard",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516159,
zcrm_486281000000943916,"Ulefoss Kulturarv",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516160,
zcrm_486281000000943917,"Ulieriu-Rostás Collection, Romania",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516161,
zcrm_486281000000943918,"Ulla Jokisalo Collection, Finland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516162,
zcrm_486281000000943919,"Ullensaker Bygdesamling",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516163,
zcrm_486281000000943920,"UMass Amherst Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516164,
zcrm_486281000000943921,"Umbruch image archive",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516165,
zcrm_486281000000943922,"Umea University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516166,
zcrm_486281000000943923,"Museum of Decorative Arts in Prague",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516167,
zcrm_486281000000943924,"UNEP-WCMC, Cambridge",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516168,
zcrm_486281000000943925,"United Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516169,
zcrm_486281000000943926,"United States Geological Survey Libraries Program",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516170,
zcrm_486281000000943927,"Univ. of Mass Medical School, Lamar Soutter Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516171,
zcrm_486281000000943928,"Universal Digital Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516172,
zcrm_486281000000943929,"Autonomous University of Nuevo León",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516173,
zcrm_486281000000943930,"University of Alicante. University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516174,
zcrm_486281000000943931,"University of Castilla-La Mancha",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516175,
zcrm_486281000000943932,"University of La Laguna",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516176,
zcrm_486281000000943933,"Library of the University of Las Palmas",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516177,
zcrm_486281000000943934,"University of Oviedo",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516178,
zcrm_486281000000943935,"University of Coimbra",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516179,
zcrm_486281000000943936,"University of Bern",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516180,
zcrm_486281000000943937,"University of Barcelona",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516181,
zcrm_486281000000943938,"University of Girona Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516182,
zcrm_486281000000943939,"University of Lleida",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516183,
zcrm_486281000000943940,"University of Cologne",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516184,
zcrm_486281000000943941,"University of Osnabrück",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516185,
zcrm_486281000000943942,"Polytechnic University of Catalonia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516186,
zcrm_486281000000943943,"Pompeu Fabra University",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516187,
zcrm_486281000000943944,"University of Regensburg",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516188,
zcrm_486281000000943945,"University and State Library Darmstadt",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516189,
zcrm_486281000000943946,"University and State Library Düsseldorf",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516190,
zcrm_486281000000943947,"University and State Library Saxony-Anhalt",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516191,
zcrm_486281000000943948,"University and State Library Tyrol",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516192,
zcrm_486281000000943949,"University and City Library of Cologne",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516193,
zcrm_486281000000943950,"University Library 'Georgius Agricola' TU Bergakademie Freiberg",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516194,
zcrm_486281000000943951,"Bielefeld University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516195,
zcrm_486281000000943952,"University Library of Humboldt University of Berlin",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516196,
zcrm_486281000000943953,"Heidelberg University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516197,
zcrm_486281000000943954,"Kiel University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516198,
zcrm_486281000000943955,"Leipzig University Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516199,
zcrm_486281000000943956,"University Library Würzburg",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516200,
zcrm_486281000000943957,"University library Svetozar Markovic, Belgrade",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516203,
zcrm_486281000000943958,"University Library, University of Illinois Urbana Champaign",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516204,
zcrm_486281000000943959,"University Library, University of North Carolina at Chapel Hill",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516205,
zcrm_486281000000943960,"University Museum of Bergen, Norway",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516206,
zcrm_486281000000943961,"University of Alberta Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516207,
zcrm_486281000000943962,"University of Antwerp",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516208,
zcrm_486281000000943963,"University of Belgrade",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516209,
zcrm_486281000000943964,"University of Bergen Library, Norway",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516210,
zcrm_486281000000943965,"University of Bristol",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516211,
zcrm_486281000000943966,"University of British Columbia Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516212,
zcrm_486281000000943967,"University of California Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516213,
zcrm_486281000000943968,"University of California, Davis Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516214,
zcrm_486281000000943969,"University of Connecticut Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516215,
zcrm_486281000000943970,"University of Florida, George A. Smathers Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516216,
zcrm_486281000000943971,"University of Glasgow Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516217,
zcrm_486281000000943972,"University of Graz, Institute of Plant Sciences - Herbarium GZU",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516218,
zcrm_486281000000943973,"University of Illinois",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516219,
zcrm_486281000000943974,"University of Leeds Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516220,
zcrm_486281000000943975,"University of Leuven",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516221,
zcrm_486281000000943976,"University of Maryland",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516222,
zcrm_486281000000943977,"University of Michigan",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516223,
zcrm_486281000000943978,"University of New Hampshire Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516224,
zcrm_486281000000943979,"University of North Carolina at Chapel Hill",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516225,
zcrm_486281000000943980,"University of Ottawa",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004516226,
zcrm_486281000000943981,"University of Patras",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517428,
zcrm_486281000000943982,"University of Pennsylvania Libraries",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517429,
zcrm_486281000000943983,"University of Pittsburgh Library System",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517430,
zcrm_486281000000943984,"University of Pretoria, Library Services",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517431,
zcrm_486281000000943985,"University of Swansea",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517432,
zcrm_486281000000943986,"University of Tartu",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517433,
zcrm_486281000000943987,"University of Tartu Library, Estonia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517434,
zcrm_486281000000943988,"University of Tartu, Natural History Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517435,
zcrm_486281000000943989,"University of Toronto - OISE Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517436,
zcrm_486281000000943990,"University of Toronto - Regis College Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517437,
zcrm_486281000000943991,"University of Toronto - Robarts Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517438,
zcrm_486281000000943992,"University of Toronto - Royal Ontario Museum Library & Archives",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517439,
zcrm_486281000000943993,"University of Toronto - St. Michael’s College (John M. Kelly Library)",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517440,
zcrm_486281000000943994,"University of Toronto - Thomas Fisher Rare Book Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517441,
zcrm_486281000000943995,"University of Toronto - Victoria University (Emmanuel College Library)",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517442,
zcrm_486281000000943996,"Department of Life Sciences, University of Trieste",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517443,
zcrm_486281000000943997,"Faculty of Natural Sciences of the Comenius University in Bratislava",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517444,
zcrm_486281000000943998,"University Library Maribor",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517445,
zcrm_486281000000943999,"Cardinal Stefan Wyszynski University in Warsaw",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517446,
zcrm_486281000000944000,"Upplands Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517447,
zcrm_486281000000944001,"Uppsala University",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517448,
zcrm_486281000000944002,"Urban planning Institute of the Republic of Slovenia",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517449,
zcrm_486281000000944003,"Utena Local Lore Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517450,
zcrm_486281000000944004,"Document Repository of the University of Valladolid",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517451,
zcrm_486281000000944005,"Vincas Mykolaitis-Putinas Memorial Apartment-Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517452,
zcrm_486281000000944006,"Vadsø Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517454,
zcrm_486281000000944007,"Valdres Folkemuseum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517455,
zcrm_486281000000944008,Valdresmusea,zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517456,
zcrm_486281000000944009,"Vallensbæk Library",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517457,
zcrm_486281000000944010,"Valmiera Museum",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517458,
zcrm_486281000000944011,"Vilna Gaon Museum of Jewish History",zcrm_486281000000330001,"Europeana Foundation",zcrm_1482250000004517459,
